aadhdhayis	aaashsho
xeesiyoogee	kaalliyo
xeesokkonii	kaalliyogee
xeesoo	kaalloosona
xeessa	kaalluwa
xeessaa	kaalo
xeessaynne	kaaloosiya
xeeta	kaalota
xeetaappe	kaalotiis
xeetan	kaaloy
xeetu	kaaluwa
xekka	kaame
xekkaa	kaamee
xekkaakka	kaameenne
xekkaanikka	kaameeraa
xekkaanne	kaameeran
xekkaappe	kaameeray
xekkaara	kaameeruuni
xekkaassi	kaamiya
xekkan	kaamiyan
xekkankka	kaamiyappe
xekkanneeni	kaamiyassi
xekkappe	kaaoosona
xekkati	kaa'oosona
xekkatun	kaaraa
xekkawu	kaaraassi
xekkay	kaaran
xekkaynne	kaaray
xelliyaagan	kaarettaa
xelliyo	kaarikaaro
xelliyoogaa	kaarinnee
xiilliya	kaarinniya
xiinniyoobaa	kaaro
xilale	kaarootiya
xillotettay	kaarottiis
xinaatiyawu	kaashaasu
xinqquwan	kaashaychcha
xinqqywan	kaashettaa
xiphphi	kaashi
xirphphatuppe	kaashiis
xirxxa	kaashshaa
xiskkiyooga	kaashshan
xiskkoy	kaassa
xixeelliyo	kaassaa
xiyikkokka	kaassan
xokkidaagaa	kaassanchcha
xombbe	kaassanchchata
xommppenne	kaassanchchay
xomoosatun	kaassay
xomoosidi	kaassetiyan
xomosoosona	kaassiis
xomppenne	kaassiyagaa
xon	kaateediraaliya
xongganawu	kaateediraaliyabataskkaanaa
xoo'iyara	kaateenaa
xoona	kaatettaa
xoonana	kaatiis
xoonennaani	kaatintta
xoosaa	kaatiya
xoossa	kaatolike
xoossaa	kaattaa
xoossi	kaauteetii
xoosso	kaaxaasu
xoqqa	kaaxettaa
xoqqatettaa	kaaxiis
xoqqissidi	kaayiis
xoqqu	kaayiyagaa
xorgganeta	kaayuwa
xorggannota	kaazeenaa
xubbanawu	kabba
xubbennan	kabbaa
xubbiya	kabbashaa
xubbiyaba	kabbashiis
xubbiyabata	kabboyiis
xubbiyabati	kabboyiya
xubbiyabi	kabboyiyagaa
xubee	kabboyiyo
xubeta	kabbuwa
xubettennan	kacaama
xubettiis	kacciis
xufetta	kace
xufettaa	kacee
xufettaappe	kacettaa
xufettaassi	kacettay
xufettan	kachachcha
xufettay	kachachchiis
xuffee	kachchaa
xulaa	kachchaappe
xuloy	kaciya
xumaa	kaciyan
xumaanne	kaciyappe
xuntta	kaddanaw
xunttaappe	kaddiis
xunttaara	kaddiyogaa
xunttan	kadettaa
xunttatettaa	kaduwa
xunttawu	kaees
xunttiyoo	kaenna
xurqqayidi	kafaafiis
xurumbbay	kafaafo
xuufe	kafaafuwa
xuufee	kafee
xuufeenne	kafi
xuufeta	kafikafa
xuufeti	kafinetta
xuufetu	kafiya
xuufetuppe	kafiyo
xuufetussi	kafo
xuufiya	kafota
xuufiyaan	kafoti
xuufiyaayo	kafotiis
xuufiyabaa	kafotu
xuufiyan	kafotuppe
xuufiyanne	kafoy
xuufiyappe	kafuwa
xuufiyassi	kahaa
xuufiyawu	kahoy
xuugettiyoogaa	kahuwa
xuugettiyoogee	kaida
xuuggees	kaiis
xuuggidi	kaikko
xuuqqiya	kajjeelidosona
xuura	kajjeeliis
xuuraa	kajjeeluwa
xuurata	kajjo
xuussiyaba	kajjotiis
xuuxennan	kajjuwa
ya	kakaa
yaa	kakakka
yaagaa	kakakkiis
yaagaasu	kakan
yaagidi	kakattiis
yaagidoogee	kakkafiis
yaagiis	kakkafuwa
yaagiyaagaa	kalaa
yaagooson	kalaade
yaagoosona	kalaasiya
yaalooliyaappe	kalamasuwa
yaana	kalatuwa
yaanaadan	kalccacca
yaanaba	kalchchiya
yaanabaa	kalddi
yaanabay	kalddiina
yaanawu	kalettiyagaa
yaani	kalicha's
yaanikko	kalissenna
yaanin	kalissiis
yaaniogishshawu	kalissiya
yaaniyo	kalissuwa
yaanne	kalkkotidi
yaara	kalkkotiis
yaaretiyoogaa	kalkkotikke
yaata	kalkkoyiis
yaatada	kalkkoyoppa
yaati	kalkkuwa
yaatidi	kallachchaa
yaatishiini	kallida
yaatiyo	kallidi
yaatiyoogaa	kallido
yaba	kalliidi
yabawu	kalliis
yachchay	kallo
yafaarata	kallotiis
yafara	kallottiis
yafaraa	kalloyiis
yafarada	kalluwa
yafaran	kalssee
yafaratun	kalssiya
yaletan	kalttaa
yalissiyo	kalttaasiis
yallisa	kalttaasuwa
yamee	kalttan
yameti	kalttay
yamiya	kaltti
yamiyaa	kaluwa
yamiyan	kamaa
yan	kambbaa
yara	kambbaliya
yaraa	kambbiya
yaran	kamerettiis
yarata	kamettibeenna
yarati	kamettiis
yaratu	kammaasu
yaratun	kammanaayyoo
yaratussi	kammanaw
yarawu	kammida
yaray	kammidi
yashissiya	kammiis
yashshi	kammin
yaynniyo	kamoy
yayyees	kamuniya
yayyennaadan	kamuwa
yayyennan	kana
yeda	kanaa
yedaa	kanaada
yedan	kanaassi
yedda	kanaayyoo
yeddabeynnaagaa	kanan
yeddeesinne	kanatettaa
yeddidi	kanati
yedeta	kanaw
yedetts	kanay
yedhdhi	kanayyoo
yedhdhiyode	kanchche
yedhdhiyoode	kanchchee
yee	kanchchiya
yeechchan	kanchchiyan
yeegi	kanddeellaa
yeeho	kanddotiis
yeehuwa	kandduwa
yeehuwaa	kaniya
yeehuwawu	kaniyo
yeekkeettees	kankkaamuwa
yeekkiyo	kankkaashuwa
yeekkiyoonne	kano
yeemottidi	kanssa
yeemottiiddi	kansseree
yeemoyana	kansseriya
yeemoyiya	'kantifa'
yeemoyiyaagaanne	kanttida
yeemoyiyooga	kanttifa
yeemumankka	kanttifaa
yeemuwa	kanttifay
yeemuwan	kanttiina
yeemyiya	kanttiis
yeggi	kanttikko
yeggidi	kanttiya
yeggiis	kanttiyogaa
yeggiyo	kanttoosona
yela	kanttuwa
yelaga	kao
yelagati	kapok
yelagatu	kappikappiis
yelanawu	kaqettaa
yeleta	kaqettiis
yeletaa	kaqo
yeletaappe	kaqqa
yeletaassi	kaqqaasu
yeletatawu	kaqqees
yeletawu	kaqqeettees
yeletay	kaqqettiis
yeletissiyoogaaninne	kaqqiis
yelettaychchana	kaqqoosona
yelettees	kaquwa
yeletti	kaquwan
yelettida	kaquwara
yelettidanne	karaa
yelettido	karaabiya
yelettiiddi	karaabiyadan
yelettishin	karaawaa
yelettiya	karabaatiya
yelettiyo	karabaatiyara
yelettosan	karameelaa
yelida	karameellaa
yelidaa	karanaagee
yelidaageeti	karayees
yelidageetuura	karayiis
yeliiddi	karaynne
yeliina	karbbiya
yelin	karbbohaydreetiya
yeliyo	karbbon
yelling	karbbooniya
yeranawu	karchchaasu
yeretteettees	karchchettaa
yesoy	karchchiis
yessuuna	karddiya
yesuwa	'karddiyak'
yettaa	kare
yettanchchay	karee
yettawu	kareera
yexxeettees	karees
yexxikko	kareppe
yexxiyo	karetta
yigetta	karettaa
yigettaa	karexissiis
yigettaan	karexxiis
yigettaara	karhhi
yigettiyoy	karihhi
yigga	kariis
yiggada	kariya
yiggana	kariyan
yigganan	kariyogee
yigganawu	karkkamiis
yiggennan	karkkimiya
yiggettaa	karoppa
yiggettay	karqqi
yiggi	karshshiis
yiggidi	karshshuwa
yiggiiddi	karssikarssaa
yiggite	karssikarssiis
yiggiyo	karttaa
yiggiyooga	karttooniya
yiggiyoogaa	karuwa
yiggiyoogan	karzza
yiggiyoogawu	karzzattiis
yiggiyoonaa	kasaaraa
yiggoosona	kase
yiggsoosona	kasetada
yiica	kasetidi
yiichchaa	kasetiis
yiici	kasetiya
yiida	kasettaa
yiidaagee	kasettada
yiidaba	kasettidi
yiido	kaseyiyagaa
yiikko	kashee
yiikkonne	kashettaa
yiillokko	kashettaasu
yiillotidi	kashi
yiini	kashiis
yiira	kashiya
yiiraa	kashshaasu
yiiray	kasiis
yimama	kasila
yimppuwaappe	kasilaa
yirata	kasilay
yiya	kasilettaa
yiyaabanne	kasiya
yiyabay	kasiyan
yiyogeekka	kasttollee
yo	kasttolliis
yohatu	kasttolliya
yoho	kasuwa
yohohoy	kataa
yohot	katafaa
yohota	katafettanaw
yohoti	katafiis
yohotikka	katama
yohotu	katamaa
yohotun	katamaakko
yohotuppe	kataman
yohotussi	katamataa
yohotuura	katamatun
yohotuuranne	katamay
yohoy	katiis
yohuaara	katikallaa
yohutuppe	katissiya
yohuwa	katoy
yohuwaa	katta
yohuwaabaa	kattaa
yohuwaara	kattaanne
yohuwaaranne	kattaappe
yohuwaassi	kattaasu
yohuwaba	kattada
yohuwabaa	kattan
yohuwan	kattanaappe
yohuwanne	kattanaayyoo
yohuwappe	kattanaw
yohuwara	kattata
yohuwassi	kattati
yohuwau	kattaw
yololattidi	kattaws
yololu	kattawsu
yoo	kattay
yoogaa	katti
yoonaasi	kattida
yooqu	kattido
yoosappe	kattiiddi
yooshshaa	kattiis
yoota	kattisee
yootaasu	kattiyagaa
yootada	kattiyara
yootana	kattiyode
yootanawu	kattiyogee
yootays	katuwa
yootees	kawhu
yootenna	kawiya
yootettiya	kawiyo
yootidoogaappe	kawo
yootii	kawotaa
yootikko	kawotaara
yootite	kawotaassi
yootiya	kawotaayyoo
yootiyaagee	kawotay
yootiyakko	kawotettaa
yootiyakkonne	kawotettaayyoo
yootiyo	kawotettay
yootiyoba	kawotidaagaa
yootiyobaa	kawotiis
yootiyobay	kawoy
yootiyooga	kawoyiis
yootiyoogaappe	kawshsha
yooto	kawshshana
yootoosona	kawshshatetta
yoottite	kawshshatettaa
yoottiyakko	kawshshiis
yootuwa	kawuwa
yoto	kawuwan
yumbburshiyan	kawuwappe
yunbburshiya	kawuwassi
yunbburshshe	kawyyees
yunbburshshee	kawyyiis
yunbburshsheta	kaxaa
yunbburshshiya	kaxo
yunbburshshiyan	kaxotiis
yuulee	kaxxiis
yuushuwa	kaya
yuushuwan	kayaa
yuussaanne	kayan
yuuyya	kayatiis
yuuyyidi	kayma
za	kaymmiis
zaa	kayrettaa
zaallay	kayriis
zaammaanatettaara	kayso
zaara	kaysota
zaarada	kaysotetta
zaarana	kaysotettaa
zaaranawu	kaysoti
zaaranawunne	kaysotiiddi
zaarees	kaysotussi
zaareto	kaysoy
zaaretoy	kayssa
zaaretta	kayssooyye
zaarettada	kayssoti
zaarettadakka	kayssoy
zaarettana	kayssuwa
zaarettanawu	kaysuwa
zaaretti	kaysuwassi
zaarettidi	kayyesaa
zaarettidikka	kayyettiis
zaarettiya	kayyiis
zaarettiyo	kayyiya
zaarettiyobata	kayyo
zaarettiyoga	kayyottaasu
zaarettiyooga	kayyottida
zaarettiyoogaa	kayyottiis
zaarettiyoogaanne	kayyottiya
zaarettiyoy	kayyottiyagaa
zaaretuw	kayyoyiis
zaaretuwa	kayyuwa
zaaretuwaa	kayyuwan
zaaretuwanne	kayzettaa
zaaretuwappe	kayzzida
zaari	kayzziis
zaaridetii	kazaraa
zaaridi	kebbiis
zaaridikka	kebeela
zaarii	kebeeliis
zaariis	kebele
zaarikko	kebettaa
zaarissoosona	kechechcha
zaarite	keeda
zaaritee	keedaa
zaariyo	keediis
zaariyoogaanne	keeettaape
zaariyoogee	keehaa
zaariyoogeekka	keehi
zaaro	keehippe
zaarooy	keekee
zaarota	keekiya
zaaroy	keekiyayappe
zaaroykka	keelaa
zaaruwa	keeliis
zaaruwaa	keellaa
zaaruwan	keemettaa
zaaruwanne	keemikaale
zaaruwappe	keemikaaliya
zaarwu	keemisttee
zaawaa	keemisttiriya
zagettiyo	keemisttiya
zagganaadan	keemmiis
zaggiyooy	keena
zaggoosona	keenaa
zago	keenee
zal	keeniya
zalaalaa	keeniyappe
zali	keepsake
zambbaa	keera
zammaana	keerettada
zammaanabata	keeriis
zammaanabatuura	keeruwa
zammaanabay	keesa
zammaanabikka	keesaa
zammaanatetta	keesees
zammaanatettaa	keesetiyagaa
zammaanatettan	keesettiis
zammaanatettawu	keesettoosona
zammaanatettay	keeshiya
zammaanatettaynne	keeshiyan
zammana	keesiis
zammanatetta	keesiya
zananay	keesiyan
zanggaaraa	keesiyaw
zaray	keessa
zarbbissanawu	keetiya
zaretuwa	keetta
zariyaa	keettaa
zariyaappe	keettaakko
zarphphe	keettaako
zatphphe	keettaappe
zawa	keettaara
zawaa	keettaassi
zawan	keettaawa
zawatidi	keettaawaa
zawatiya	keettaawaara
zaway	keettaaway
zawayees	keettaayee
zawayidi	keettaayeeppe
zawi	keettaayeera
zazzari	keettaayeessi
zeena	keettaayiya
zeenaawi	keettaayiyo
zemppida	keettaayyiyo
zemppidi	keettan
zemppissi	keettati
zeranaashin	keettaw
zerettaa	keettay
ziba	keettayeera
zigaa	keettayiya
zigirennaadan	keettayiyo
ziinonne	keettee
ziiretana	keetti
ziiretidosaappe	keettiya
ziireyaasa	keettiyo
ziireyayidi	keetttaa
ziireyidaakko	keexetenna
ziireyidi	keexettanaw
ziiriya	keexettida
ziiriyan	keexettidi
zilaaliyoy	keexettiis
zillaytta	keexuwa
zin	keexxana
zine	keexxanaw
zinqqettees	keexxees
ziqqa	keexxettees
ziqqatettaa	keexxettibeena
ziqqi	keexxettiis
zirxxa	keexxi
zirxxakko	keexxidi
zirxxi	keexxido
zokkissada	keexxidosona
zokko	keexxiis
zokkossaara	keexxiya
zokkottidi	keexxiyagaa
zooniyan	keexxiyageeti
zooxidi	keexxiyo
zoozee	keha
zoreekka	kehaa
zorees	kehana
zoretan	kehatetta
zoretay	kehatettaa
zoreti	kehatettaayyoo
zorettidi	kehatettan
zorettiyoobaa	kehatettay
zoridi	kehatetti
zoriya	kehi
zubbaridaagaanne	kehiis
zuge	kehissiis
zugee	kehissuwa
zugeta	kejejatiis
zugiya	kejejattidosona
zugiyan	kejejja
zugiyanne	kejejjiis
zuleyo	kekekka
zuleyoy	kekekkiis
zuleyuwa	kelkkettaa
zuliya	kelkkiis
zuppetana	kelttiya
zuppettiyoy	kempperesha
zuppiya	kenaa
zuubbarissinne	kenchchechcha
zuubbarissiyaa	kenchchechchiis
zuubbarissiyoo	kenchchido
zuubbarissiyoogaa	kenchchiis
zuubbariyo	kenchcho
zuummada	kenddaa
zuuqqi	kenenisa
zuuqqidi	kenkkaa
zuuqqiyoogaanne	keppo
zuussa	keppuwa
zuussaa	keraa
zuussaanne	keran
zuussan	kerbbeba
zuussay	kerbbebba
zuuzummiiddi	kerbbebbiis
zzaaranawu	kerbbebiis
	kerbbiya
	keriya
	kerphpheshe
	kerphpheshiya
	kerssuwa
	kerssuwappe
	kerzza
	kessa
	kessaa
	kessaasu
	kessaawurssettaa
	kessada
	kessanaappe
	kessanaw
	kessanee
	kessargga
	kessaychchaasuqaaraychchaasu
	kessays
	kessees
	kessenna
	kessi
	kessibeena
	kessida
	kessidaagaa
	kessidi
	kessido
	kessidoogaa
	kessidosona
	kessiiddi
	kessiis
	kessirigidi
	kessiya
	kessiyabaa
	kessiyo
	kessiyogee
	kessoos
	kessoossona
	kessoppa
	kessuwa
	kesuwa
	'keta's
	ketenidi
	keteniis
	kexaa
	kg
	khat
	khc
	kibiixa
	kibiriitiya
	kichcha
	kichchanaw
	kichchaychcha
	kichchiichchin
	kichchiis
	kichchiki
	kichichcha
	kichichchiis
	kidhidhdhotiis
	kidhidho
	kififattiis
	kififfa
	kififfaa
	kifile
	kifilee
	kifileta
	kifileti
	kifiletussi
	kifili
	kifiliya
	kifiliyan
	kifiliyappe
	kifiliyassi
	kifiriitiya
	kifiyan
	kiike
	kiikiya
	kiirikiira
	kiirikiiraa
	kiirikiiriis
	kiirimettaa
	kiirimmiis
	kiirimmiya
	kiirinttaa
	kiishettaa
	kiishiis
	kiisiis
	kiisiya
	kiisiyan
	kiisiyappe
	kiitaa
	kiitaaasu
	kiitanchchaa
	kiitanchchaabaa
	kiitanchchadan
	kiitettanaw
	kiitettees
	kiitettidaagaa
	kiitettidaagee
	kiitettoosona
	kiittaa
	kiittaas
	kiittabeykku
	kiittanchcha
	kiittanchchaa
	kiittees
	kiittida
	kiittidobaa
	kiittiis
	kiittin
	kiittiya
	kiittiyagaa
	kiittiyo
	kiittoos
	kiittosaappe
	kijaje
	kijajiya
	kikikka
	kila
	kilaalliya
	kilaashiya
	kilahotiis
	kilahuwa
	kilddi
	kilddiduwa
	kiliinikiya
	kiliinikiyan
	kiliis
	kilikinttiya
	kilinikee
	kilise
	killi
	killissiya
	killo
	kilo
	kilogiraamiya
	kilomeetiriya
	kilometre
	kilometres
	kilooriniya
	kiloorofiliya
	kilos
	kiloy
	kilppayettaa
	kilppayiis
	kilt
	kilttaachcha
	kilttaachchaa
	kilu
	kiluwa
	kimbbilla
	kimbbilliis
	kimbbishiis
	kimbbishiya
	kinchcherettiis
	kinchchettaa
	kinchchichchiis
	kinchchiis
	kinchchiriira
	kinchchiriiriis
	kinchcho
	kinchchotees
	kinchchotiis
	kinchchoyiis
	kinchchuwa
	kinddiichcho
	kinddiichchuwa
	kinddoy
	kindo
	king's
	kingship
	kinkkilla
	kinkkilliis
	kinkkima
	kinkkirisha
	kinnaaliis
	kinnaalo
	kinnaaluwa
	kinssa
	kinssama
	kinssamiis
	kinssattiis
	kiphataa
	kiphataara
	kiraara
	kiraaraa
	kiranchchiya
	kirinniya
	kirishiya
	kirishiyan
	kirisphphiiraasisaa
	kirissinna
	kirissinnaa
	kiristoosi
	kiristtaaneti
	kiristtaaniya
	kiristtiloobaa
	kiristtinaa
	kiristtinnaa
	kiristtiyane
	kiristtiyaniya
	kiristtoosa
	kiristtoossi
	kiriya
	kiriyara
	kirqqaa
	kirqqamaa
	kirqqi
	kirssaaniya
	kirssinnaa
	kirssitoosi
	kirsttaaneti
	kirttoosa
	kishiki
	kishuwa
	kitaafaa
	kitikitiis
	kitikitiya
	kitikittuwa
	kitikituwan
	kitikituwappe
	kitikitya
	kitimaa
	kittiya
	kituwa
	kixaa
	kixay
	kixettiis
	kixissiya
	kixxida
	kixxidaagaa
	kixxiis
	kixxiyagaa
	kiya
	kiyaas
	kiyaasu
	kiyada
	kiyana
	kiyanaagee
	kiyanaappe
	kiyanaassa
	kiyanaassi
	kiyanaw
	kiyawsu
	kiyay
	kiyayanaw
	kiyayda
	kiyees
	kiyenna
	kiyennan
	kiyi
	kiyida
	kiyidaakkonne
	kiyiday
	kiyidi
	kiyidosona
	kiyiichchiis
	kiyiichchin
	kiyiichchoosona
	kiyiidde
	kiyiiddi
	kiyiis
	kiyiiss
	kiyin
	kiyiya
	kiyiyagaa
	kiyiyagee
	kiyiyo
	kiyiyogaa
	kiyiyoogaa
	kiyiyoogee
	kiyiyosaa
	kiyo
	kiyona
	kiyoos
	kiyoosona
	kiyoppa
	kiyosan
	kiyuwa
	kiyuwan
	kiyyiya
	kko
	kkokka
	kneaded
	kneading
	knowledgable
	knowlege
	koba
	kobaa
	kobanchcha
	kobattiis
	kobay
	kobayiis
	kobbiya
	kobiya
	kocaa
	kocan
	kochcha
	kochchaa
	kochchaappe
	kochchooruwa
	kochchooruwan
	kochchoruwa
	kodaa
	kodaadiya
	koddaa
	kodhdhikodhdha
	kodhdhikodhdhiis
	kofa
	kofaa
	koforttaa
	koforttaappe
	kokkaa
	kokkaasu
	kokkanaayyoo
	kokkay
	kokkiis
	kokkorawsu
	kokkorees
	kokkoriiddi
	kokkoriilddi
	kokkoriis
	kokkorssaa
	kokkorssees
	kokkorssiis
	kokokka
	kolaasu
	kolbbiya
	kolddettaa
	kolddiis
	kolees
	kolettaa
	kolettida
	kolettiis
	kolettiya
	kolidi
	kolidosona
	koliis
	kolikola
	kolikoliis
	kolikoliya
	kolikoliyo
	kolleeraa
	kolleeray
	kolli
	kolliittaa
	kolloojjee
	kolloojjiya
	kolloojjiyan
	kolloojjiyappe
	kolloojjiyassi
	kolommbboossi
	koluwa
	kolxxettaa
	kolxxiis
	kolzziya
	kombbaasettiis
	kombbaasettoosona
	kombbaasuwa
	kombbiya
	kombbu
	komenttariya
        kompyúútar
	kompiwteriya
	kompiwuteriyan
	komppaasu
	komppiis
	komppiiteriya
	komppiwteriya
	komppiwteriyaw
	kompporosiya
	kompporosiyayyoo
	komppu
	komppuwa
	konaa
	konan
	konchchayiis
	konchchiya
	konchchollaa
	konchchu
	konddomiineemiya
	konddomiineemiyan
	konddomiya
	konggo
	koniis
	konkkarssa
	konkkarssees
	konkkarssiis
	konkkarssuwa
	konkkiriitiya
	konkkiriitiyan
	konkkiya
	konkkolla
	konkkolliis
	konkkomaa
	konkkomiis
	konkkomuwa
	konniina
	konniya
	konnu
	konssooniis
	konssoonuwa
	konttaale
	konttaaliya
	konttaaliyan
	konttiraatiya
	konttiraatiyaw
	konttiya
	konttiyan
	konttiyassi
	konttraatiyayyoo
	koochchanawokkalana
	koochchiis
	koochchuwa
	koohuwa
	kookkiya
	koolana
	koolanaw
	koolee
	koolettaa
	koolettennaadan
	koolettibeenna
	koolettiiddi
	koolidosona
	kooliis
	kooliya
	kooliyagaa
	kooliyagaanne
	kooliyo
	koollaa
	koollay
	koolleeraa
	koollo
	koollottiis
	koolloyiis
	koolluwa
	kooluwa
	koomiitiya
	kooppuwa
	kooppuwan
	kooraa
	kooraara
	koori
	kooriis
	koosawsu
	koosettaa
	kooshimawsu
	kooshimiya
	kooshimmiis
	kooshinchchaa
	kooshindduwa
	kooshinttaa
	koosiis
	koosoy
	koosuwa
	kootee
	kooteekka
	kootiya
	kootiyappe
	koottaa
	koottaappe
	koottan
	koottankka
	koottay
	kophphe
	kophphetiis
	kophphettiyo
	kophphiya
	koppintte
	koppiya
	koppiyyiya
	koraa
	korbbeesaa
	korbbiya
	korbbiyan
	korchchiya
	korchchochcha
	korchchochchiis
	korettaa
	korettiis
	koridi
	koriideree
	koriideriya
	koriis
	korima
	korimaa
	korimichchaa
	koriniisee
	koriniisiya
	koriniisiyan
	korinttiya
	koriya
	korjjanttiya
	korjjuwa
	korjjuwan
	korkonchchiya
	kormaa
	korojjuwa
	korssiya
	kosha
	koshaa
	koshan
	koshatiis
	koshay
	koshees
	koshoshattiis
	koshoshiina
	koshosho
	koshoshu
	koshshaa
	koshshaassi
	koshshan
	koshshaw
	koshshay
	koshshees
	koshsheeseqettanaagee
	koshshena
	koshshenna
	koshshennaagee
	koshshidaakko
	koshshii
	koshshiis
	koshshiya
	koshshiyabaa
	koshshiyabata
	koshshiyabay
	koshshiyagaa
	koshshiyasaa
	koshshiyogaappe
	koshshiyogaassi
	koshshiyogaw
	kosiya
	koskkiya
	kotetuwa
	kotta
	kottaawa
	kotte
	kottiya
	koxee
	koxettaa
	koxiya
	koxx
	koxxaasu
	koxxadasa
	koxxennaagaa
	koxxiis
	koy
	koyaas
	koyaasu
	koyabeykke
	koyada
	koyadii
	koyawsu
	koyay
	koyaydda
	koyayiyye
	koyays
	koyaysi
	koyees
	koyenna
	koyettees
	koyettiis
	koyettiya
	koyibeenna
	koyida
	koyidabaadan
	koyidi
	koyido
	koyidobaa
	koyidobay
	koyidoogaa
	koyidosona
	koyiiddi
	koyiidi
	koyiis
	koyikke
	koyikko
	koyiyagaa
	koyiyobaa
	koyo
	koyoos
	koyoosona
	koyro
	koyroora
	koyroppe
	koyrotettaa
	koyrotidi
	koyrottidi
	koyrottiis
	koyroy
	koyroyiis
	koyruwan
	koyruwappe
	koyshattuwa
	koyssaa
	koytaa
	koytiis
	koyukku
	koyyettaa
	koyyiyagaa
	koyzziis
	kristtaane
	kristtaaneti
	kristtaaniya
	kristtinnaa
	kristtiyane
	kristtoosa
	kristtoosayyoo
	kubbaaniyaa
	kubbaaniyyaa
	kubbaayiya
	kucha
	kufutaynna
	kukkumidi
	kukkumiis
	kukkumuwa
	kula
	kulaa
	kulashaasu
	kulashiya
	kule
	kulee
	kuletiis
	kuliis
	kuliya
	kulkka
	kulkkaa
	kulmiis
	kululuutiya
	kulumaasu
	kulumettaa
	kulumettanaw
	kulumettiis
	kumanaw
	kumbbiya
	kumennan
	kumetta
	kumettaa
	kumettaappe
	kumettan
	kumexiis
	kumexissiis
	kumi
	kumidi
	kumiis
	kumikko
	kummi
	kummida
	kummiis
	kummiyogaa
	kunchchu
	kunddaas
	kunddaasu
	kunddada
	kunddana
	kunddees
	kunddetta
	kunddettaa
	kunddettan
	kunddettaw
	kunddettay
	kunddi
	kunddida
	kunddidi
	kunddidinne
	kunddido
	kunddidoogan
	kunddidosona
	kunddiiddi
	kunddiis
	kunddin
	kunddissi
	kunddissiis
	kunddissiya
	kunddoosappe
	kuntta
	kunttaasu
	kunttanaw
	kunttawsu
	kunttidi
	kunttiis
	kunttiya
	kunttiyo
	kunttuwa
	kuppaayiya
	kuppaayiyan
	kuppaayyiyan
	kuppunne
	kuppunniya
	kuraachcho
	kuraachchuwa
	kuraaziya
	kuriya
	kurkkumiis
	kurkkumuwa
	kurshshiis
	kurshshiya
	kuruma
	kurumiis
	kurumoosona
	kusa
	kushe
	kushee
	kusheenne
	kushettana
	kushettiis
	kushettoosona
	kushettuwa
	kushiinaa
	kushiinan
	kushiya
	kushiyan
	kushiyankka
	kushiyappe
	kushushattees
	kushushattiis
	kushushattiyogaa
	kushushsha
	kushushshiis
	kushyan
	kusiis
	kusiyogaa
	kusuraawa
	kusuraawettaa
	kusuraawiis
	kusussa
	kutaa
	kutan
	kuttan
	kutti
	kuttiya
	kuttiyo
	kutto
	kuttoti
	kuttotuppe
	kuttotussi
	kuttoy
	kuttu
	kuttuwa
	kuttuwassi
	kutuutiis
	kutuutuwa
	kuucaa
	kuuccidi
	kuucciis
	kuuchcha
	kuuchchaa
	kuulumulaasu
	kuulumuliis
	kuulumuliya
	kuulumuulanaassi
	kuulumuulees
	kuupha
	kuuphiis
	kuurettaa
	kuurettay
	kuuriis
	kuushetta
	kuushsha
	kuushshaa
	kuushshettaa
	kuuyaas
	kuuyadii
	kuuyettaa
	kuuyiis
	kuuyiyo
	kuwa
	kuwaa
	kuwaasedan
	kuwaasee
	kuwaaseenne
	kuwaasetoo
	kuwaasiya
	kuwaasiyadan
	kuwaasiyan
	kuwaasiyanne
	kuwaasiyassi
	kuwaasiyo
	kuwadriiloone
	kuwan
	kuwasee
	kuwasiya
	kuwatiis
	kuwaw
	kuwayaasu
	kuwayiis
	kuyariya
	kuyi
	kuyllaa
	kuyrikuyra
	kuysa
	kuyxaaruwa
	kuyxaaruwan
	l
	la
	laa
	la'a
	laa'anttees
	laa'anttiis
	laa'anttiya
	laa'anttuwa
	laabiraatooriya
	laabiraatooriyan
	laacca
	laaccawsu
	laaccaydda
	laaccees
	laaccidiis
	laacciis
	laaccoos
	laachchaa
	laachchiis
	laadiya
	laa'ees
	laa'enna
	laa'ettaa
	laafa
	laafabaa
	laafatettaa
	laafettiis
	laafiis
	laagaa
	laagettanaw
	laagettees
	laagga
	laaggana
	laagganaagee
	laagganaw
	laagge
	laaggees
	laaggenna
	laaggidi
	laaggiis
	laaggiya
	laaggiyagaa
	laaggiyagaassi
	laaggiyagee
	laaggiyageeta
	laaggiyakkonne
	laaggiyo
	laaggiyogaassi
	laaggoppa
	laagiyagee
	laagottiis
	laagottuwa
	laagoxissiis
	laagoxissin
	laagoxissuwa
	laagoxxiis
	laagoy
	laaguwa
	laaguwayyoo
	laa'iis
	laa'iya
	laa'iyogaa
	laala
	laalagunxxee
	laalagunxxiya
	laalanttikko
	laalanttiya
	laalees
	laalettaa
	laalettees
	laaletti
	laalettidaagaa
	laalettiis
	laalettiya
	laalettoppite
	laalibala
	laalida
	laaliis
	laalikko
	laaliya
	laaliyagaa
	laallaa
	laallama
